ticker,empresa,trimestre,total_ativos,total_passivos,patrimonio_liquido,caixa,divida_lp,divida_cp,receita,lucro_bruto,lucro_liquido,ebitda,var_total_ativos_pct,var_patrimonio_liquido_pct,var_caixa_pct,var_receita_pct,var_lucro_liquido_pct,var_ebitda_pct,margem_liquida_calc,margem_ebitda_calc,alavancagem,trimestres_lucro_positivo,saude,saude_texto
CVCB3.SA,CVC BRASIL  ON      NM,2026-03-31,3724248000.0,3322517000.0,401731000.0,167333000.0,311064000.0,158959000.0,377776000.0,368999000.0,-72321000.0,82520000.0,-0.3914803477507278,-16.09470520540277,-41.640305935611224,0.5994274682111778,161.1526378507204,-51.261288398272995,-19.143884206513913,21.843632205328024,8.270501903014704,1.0,0,Risco
CYRE3.SA,CYRELA REALTON      NM,2025-03-31,21847715000.0,11430229000.0,9350228000.0,145454000.0,5014058000.0,1003400000.0,1952744000.0,634339000.0,327632000.0,598994000.0,,,,,,,16.77803132412646,30.67447653148595,1.22245457543923,1.0,1,Atenção
CYRE3.SA,CYRELA REALTON      NM,2025-06-30,23414787000.0,12539919000.0,9786076000.0,178909000.0,5695560000.0,1194126000.0,2107130000.0,689836000.0,387807000.0,699340000.0,7.17270433086481,4.661362268385316,23.00039875149531,7.906105459804258,18.366643062948683,16.752421560149177,18.404512298719112,33.18921945964416,1.281404211453089,2.0,2,Saudável
CYRE3.SA,CYRELA REALTON      NM,2025-09-30,24950414000.0,13461465000.0,10433784000.0,172898000.0,6252769000.0,1243633000.0,2128446000.0,702414000.0,609115000.0,911362000.0,6.558364165345609,6.618669219409301,-3.3598086177889286,1.0116129522146133,57.06653051646824,30.31744215975063,28.61782727868125,42.8181875415209,1.2901805327769869,3.0,2,Saudável
CYRE3.SA,CYRELA REALTON      NM,2025-12-31,26109817000.0,14643033000.0,10227310000.0,726554000.0,7214779000.0,1501299000.0,3235174000.0,1043380000.0,682202000.0,1038223000.0,4.646828705928496,-1.9788985472576348,320.22117086374624,51.99699687001691,11.998883626244638,13.919935217838786,21.087026540149,32.09172056897094,1.4317580087041462,3.0,2,Saudável
CYRE3.SA,CYRELA REALTON      NM,2026-03-31,26714090000.0,14786091000.0,10621011000.0,194663000.0,7432897000.0,1359131000.0,2025033000.0,665926000.0,296776000.0,653950000.0,2.3143517244873735,3.8495068595749915,-73.20735967319703,-37.405746955186956,-56.49734242936844,-37.01256859075555,14.655366110083145,32.29330089929399,1.39215475814873,3.0,2,Saudável
DASA3.SA,DASA        ON      NM,2025-03-31,28261545000.0,20429711000.0,7813960000.0,3437428000.0,11447582000.0,1520284000.0,3826272000.0,1135093000.0,-114272000.0,698587000.0,,,,,,,-2.986510106965736,18.257640857733062,2.6145144075475177,0.0,0,Risco
DASA3.SA,DASA        ON      NM,2025-06-30,20220243000.0,12589427000.0,7611977000.0,1345177000.0,6980797000.0,1375734000.0,2465933000.0,732412000.0,-178585000.0,791293000.0,-28.45315781568205,-2.584899334012458,-60.86675851828751,-35.552595319935435,56.28062867544106,13.270501741372232,-7.242086463825253,32.088990252371005,1.653897141307705,0.0,0,Risco
DASA3.SA,DASA        ON      NM,2025-09-30,21098462000.0,13257089000.0,7821124000.0,2545892000.0,6032782000.0,2843192000.0,2608481000.0,881674000.0,95812000.0,676585000.0,4.343266300014292,2.747604203218157,89.26074412512257,5.780692338356319,-153.65064255116613,-14.496273820190497,3.6730955678803108,25.937892589595247,1.6950362889016974,1.0,1,Atenção
DASA3.SA,DASA        ON      NM,2025-12-31,18562235000.0,11669230000.0,6865116000.0,2665170000.0,5732463000.0,2356164000.0,2269676000.0,644123000.0,-954944000.0,-127924000.0,-12.020909391404933,-12.223409320706335,4.6851162578773975,-12.988593744788634,-1096.6851751346387,-118.90730654684924,-42.07402290018487,-5.636222967507257,1.6997862818341307,1.0,0,Risco
DASA3.SA,DASA        ON      NM,2026-03-31,17814511000.0,10918291000.0,6866407000.0,1704455000.0,5738006000.0,1691175000.0,2222829000.0,745364000.0,-1919000.0,576172000.0,-4.028200267909554,0.01880521756660869,-36.04704390339077,-2.064039096329162,-99.79904580792171,-550.401801069385,-0.086331427203802,25.920662363141744,1.5901025092162466,1.0,0,Risco
DESK3.SA,DESKTOP     ON      NM,2025-03-31,3584613000.0,2191246000.0,1369922000.0,257930000.0,1345731000.0,89237000.0,294586000.0,186343000.0,19522000.0,147901000.0,,,,,,,6.626927280997739,50.206391342426315,1.5995407037772953,1.0,1,Atenção
DESK3.SA,DESKTOP     ON      NM,2025-06-30,3994975000.0,2582826000.0,1386656000.0,655609000.0,1717812000.0,108370000.0,297407000.0,181262000.0,15414000.0,149116000.0,11.447874568328587,1.2215294009439992,154.1809793354786,0.9576150937247618,-21.04292592972031,0.821495459800814,5.182796638949318,50.138698820135374,1.8626292317633213,2.0,1,Atenção
DESK3.SA,DESKTOP     ON      NM,2025-09-30,3734989000.0,2305036000.0,1402261000.0,352366000.0,1414517000.0,107390000.0,310581000.0,186328000.0,15051000.0,171060000.0,-6.507825455728755,1.1253692336094856,-46.25363593239263,4.429620015668756,-2.3550019462825977,14.716059980149687,4.846078800699335,55.07741941715688,1.643799549441937,3.0,1,Atenção
DESK3.SA,DESKTOP     ON      NM,2025-12-31,3858352000.0,2420321000.0,1407988000.0,464637000.0,1567252000.0,98436000.0,315973000.0,198118000.0,21497000.0,154669000.0,3.302901293685201,0.4084118434442674,31.862041173098433,1.7361010493236906,42.82771908843266,-9.582018005378234,6.803429406942999,48.95006851851266,1.7189926334599444,3.0,2,Saudável
DESK3.SA,DESKTOP     ON      NM,2026-03-31,3866729000.0,2413052000.0,1420900000.0,457334000.0,1592080000.0,116696000.0,321651000.0,193823000.0,9635000.0,165502000.0,0.2171134204447922,0.9170532703403733,-1.5717646248576855,1.7969889832359032,-55.17979252919012,7.00398916395657,2.9954826815399302,51.45390500884499,1.698256034907453,3.0,1,Atenção
DIRR3.SA,DIRECIONAL  ON      NM,2025-03-31,10612250000.0,8245540000.0,2178391000.0,837999000.0,1701507000.0,256830000.0,894132000.0,345281000.0,164516000.0,246821000.0,,,,,,,18.39952042875101,27.604537137693313,3.7851515177945556,1.0,1,Atenção
DIRR3.SA,DIRECIONAL  ON      NM,2025-06-30,11566858000.0,9096208000.0,2203628000.0,1251709000.0,1774509000.0,331335000.0,1065210000.0,414228000.0,183742000.0,279665000.0,8.995340290701792,1.158515620014966,49.36879399617422,19.133416542523918,11.686401322667695,13.306809388180096,17.249368669088724,26.254447479839655,4.127832828408424,2.0,2,Saudável
DIRR3.SA,DIRECIONAL  ON      NM,2025-09-30,12415734000.0,9695552000.0,2445693000.0,1575523000.0,2341473000.0,327796000.0,1157823000.0,463800000.0,229652000.0,358522000.0,7.33886419285168,10.98483954642071,25.869750876601504,8.694341960740125,24.98612184476059,28.196949922228388,19.834810674861355,30.965182070143708,3.9643373064403424,3.0,2,Saudável
DIRR3.SA,DIRECIONAL  ON      NM,2025-12-31,13219635000.0,10899484000.0,1916621000.0,1199343000.0,2483542000.0,418371000.0,1225843000.0,499108000.0,211432000.0,368669000.0,6.474856822802422,-21.632805098595774,-23.876515925188013,5.874818517165403,-7.933743228885448,2.8302307808167892,17.24788574066989,30.07473224548331,5.686822799082344,3.0,2,Saudável
DIRR3.SA,DIRECIONAL  ON      NM,2026-03-31,13916924000.0,11366786000.0,2129548000.0,1662196000.0,2794176000.0,444256000.0,1164527000.0,473412000.0,213160000.0,353405000.0,5.274646387740667,11.10949947850932,38.59221256971526,-5.001945599885138,0.8172840440425322,-4.140299292861616,18.304427462823963,30.347514484421573,5.33765193364977,3.0,2,Saudável
DXCO3.SA,DEXCO       ON      NM,2024-12-31,18144110000.0,10949015000.0,6976900000.0,1231419000.0,5215800000.0,1317986000.0,2064171000.0,509059000.0,22512000.0,522059000.0,,,,,,,1.0906073188703842,25.291460833429014,1.5693237684358383,1.0,1,Atenção
DXCO3.SA,DEXCO       ON      NM,2025-03-31,17981843000.0,10876508000.0,6872730000.0,1120677000.0,2616319000.0,596325000.0,1902545000.0,445955000.0,45942000.0,512680000.0,-0.8943232817702262,-1.4930699881036014,-8.993039737083809,-7.830068342206142,104.07782515991472,-1.7965402377892126,2.4147654851790628,26.94706301296421,1.5825600598306642,2.0,1,Atenção
DXCO3.SA,DEXCO       ON      NM,2025-06-30,17988546000.0,10941065000.0,6806909000.0,861948000.0,1473941000.0,739948000.0,2121662000.0,486994000.0,31717000.0,661522000.0,0.037276490513238336,-0.9577125829182909,-23.08684839610343,11.517046902964179,-30.96295328892952,29.032144807677305,1.4949129503191365,31.17942443235539,1.6073470351961514,3.0,1,Atenção
DXCO3.SA,DEXCO       ON      NM,2025-12-31,19000785000.0,11792744000.0,6846834000.0,2178462000.0,7067100000.0,572252000.0,2096529000.0,586691000.0,-87454000.0,498114000.0,5.627130730855057,0.5865364146927732,152.73705606370686,-1.1845901939140147,-375.7322571491629,-24.701823975619863,-4.171370870615193,23.758984492940474,1.7223645264365983,2.0,0,Risco
DXCO3.SA,DEXCO       ON      NM,2026-03-31,19675362000.0,12303397000.0,6915037000.0,2764335000.0,4237438000.0,338930000.0,2018505000.0,553766000.0,53346000.0,669971000.0,3.5502585814217724,0.9961246322022665,26.893882014008042,-3.7215798112022247,-160.9989251492213,34.50153980815636,2.64284705759956,33.19144614454758,1.7792235963451823,2.0,1,Atenção
ECOR3.SA,ECORODOVIAS ON  ED  NM,2025-03-31,32438540000.0,28611315000.0,3574014000.0,3355146000.0,19291302000.0,3844523000.0,2426119000.0,1013417000.0,146654000.0,1010433000.0,,,,,,,6.044798297198117,41.64812195939276,8.005372950413737,1.0,0,Risco
ECOR3.SA,ECORODOVIAS ON  ED  NM,2025-06-30,32690853000.0,28650955000.0,3777957000.0,2409899000.0,18802787000.0,4235684000.0,2718137000.0,1091239000.0,203943000.0,1192009000.0,0.7778186071259574,5.706273114766769,-28.173051187638332,12.036425253666462,39.064055532068686,17.970117761395365,7.503043444830043,43.853896989003864,7.583716543094588,2.0,1,Atenção
ECOR3.SA,ECORODOVIAS ON  ED  NM,2025-09-30,35119596000.0,30648394000.0,4207984000.0,1400718000.0,23048665000.0,1889785000.0,2993330000.0,1199737000.0,430027000.0,1564853000.0,7.429426818566043,11.382527646556051,-41.8764852800885,10.124324123471329,110.8564647965363,31.27862289630363,14.366174127142681,52.27799808240321,7.283391286658885,3.0,1,Atenção
ECOR3.SA,ECORODOVIAS ON  ED  NM,2025-12-31,37100478000.0,32726082000.0,4102821000.0,1186197000.0,24594575000.0,1932769000.0,3383487000.0,1160751000.0,105227000.0,1364804000.0,5.640389485118225,-2.4991302248297487,-15.315074126269524,13.034212732976314,-75.53014113067319,-12.78388449266481,3.110016382507159,40.33720241868818,7.976483010104511,3.0,1,Atenção
ECOR3.SA,ECORODOVIAS ON  ED  NM,2026-03-31,37541874000.0,33189604000.0,4092731000.0,2365368000.0,25401715000.0,1810514000.0,2558875000.0,881681000.0,-10090000.0,1177059000.0,1.1897313021142164,-0.24592835027411608,99.4076869187833,-24.371661543254042,-109.58879375065335,-13.756187701677314,-0.39431390747887257,45.99908162766841,8.109402743547035,2.0,0,Risco
EGIE3.SA,ENGIE BRASILON      NM,2024-12-31,50112301000.0,37831903000.0,11266701000.0,3958758000.0,21514004000.0,2620932000.0,3270906000.0,1595954000.0,1068913000.0,,,,,,,,32.679416650921794,,3.3578509805132843,1.0,1,Atenção
EGIE3.SA,ENGIE BRASILON      NM,2025-03-31,52761221000.0,39608569000.0,12082964000.0,5574639000.0,23091608000.0,2748957000.0,3013069000.0,1640748000.0,768703000.0,2010629000.0,5.285967611026288,7.244915792120521,40.81787772831782,-7.8827395223219465,-28.085541105777555,,25.51229327970916,66.73026737854327,3.2780507332472397,2.0,2,Saudável
EGIE3.SA,ENGIE BRASILON      NM,2025-06-30,53308650000.0,39895355000.0,12309470000.0,5660413000.0,24287458000.0,2805495000.0,3086121000.0,1428175000.0,516281000.0,1713930000.0,1.037559384761022,1.8745897115972632,1.5386467177515906,2.424504715955722,-32.837389733095875,-14.756526440233376,16.72912371225885,55.53670773116155,3.2410294675562796,3.0,2,Saudável
EGIE3.SA,ENGIE BRASILON      NM,2025-12-31,55312909000.0,41398416000.0,12757728000.0,3358552000.0,26183772000.0,2964832000.0,3417629000.0,1440625000.0,617451000.0,1790389000.0,3.7597256730380613,3.641570270694028,-40.66595494003706,10.741898972852981,19.595917726974264,4.461033997887887,18.066647959740507,52.38687405800923,3.244967756014237,3.0,1,Atenção
EGIE3.SA,ENGIE BRASILON      NM,2026-03-31,58695282000.0,43896842000.0,13600999000.0,6465375000.0,28363272000.0,3326592000.0,3408657000.0,1833504000.0,751482000.0,2223964000.0,6.114979416468591,6.609883828844754,92.50483541716787,-0.2625211806196681,21.707147611713328,24.21680428108082,22.04627805027024,65.24458166368748,3.2274718937925075,3.0,2,Saudável
EMBJ3.SA,EMBRAER     ON      NM,2024-12-31,11824300000.0,8479700000.0,3075600000.0,1563000000.0,2377300000.0,133000000.0,2311500000.0,429600000.0,45600000.0,290400000.0,,,,,,,1.972744970798183,12.563270603504218,2.75708804786058,1.0,1,Atenção
EMBJ3.SA,EMBRAER     ON      NM,2025-03-31,11696600000.0,8229200000.0,3189400000.0,813000000.0,1954500000.0,112700000.0,1103000000.0,189100000.0,73400000.0,188400000.0,-1.0799793645289824,3.7000910391468356,-47.98464491362764,-52.28206792126324,60.96491228070175,-35.12396694214877,6.654578422484134,17.080689029918407,2.5801718191509373,2.0,1,Atenção
EMBJ3.SA,EMBRAER     ON      NM,2025-06-30,12073500000.0,8465700000.0,3333500000.0,654000000.0,2083500000.0,142800000.0,1819100000.0,352800000.0,78500000.0,249600000.0,3.2223039173777,4.518091177023886,-19.55719557195572,64.92293744333635,6.948228882833796,32.48407643312101,4.315320763014677,13.721070859216095,2.5395830208489576,3.0,1,Atenção
EMBJ3.SA,EMBRAER     ON      NM,2025-12-31,12920200000.0,9108200000.0,3444700000.0,1949800000.0,2488500000.0,126000000.0,2651800000.0,442200000.0,83300000.0,17900000.0,7.012879446722153,3.335833208339589,198.13455657492355,45.77538343136715,6.114649681528661,-92.82852564102564,3.1412625386529904,0.6750131985820952,2.644119952390629,3.0,2,Saudável
EMBJ3.SA,EMBRAER     ON      NM,2026-03-31,12958600000.0,9294700000.0,3293200000.0,1315700000.0,2594600000.0,117500000.0,1446700000.0,260200000.0,33400000.0,181000000.0,0.2972090215321854,-4.398060789038228,-32.52128423428044,-45.444603665434805,-59.90396158463385,911.1731843575418,2.30870256445704,12.511232460081564,2.822391594801409,3.0,1,Atenção
ENEV3.SA,ENEVA       ON      NM,2024-12-31,52770780000.0,32556013000.0,18909488000.0,3194255000.0,16284256000.0,1555525000.0,4858555000.0,1128886000.0,-1066544000.0,-487350000.0,,,,,,,-21.951876638218565,-10.030760174578655,1.7216760707640524,0.0,0,Risco
ENEV3.SA,ENEVA       ON      NM,2025-03-31,54578563000.0,34051084000.0,19137726000.0,3636011000.0,17909630000.0,1794378000.0,4423556000.0,1321555000.0,384385000.0,1645377000.0,3.4257272680070283,1.2070025375620963,13.829703639815861,-8.953258736393844,-136.0402383774134,-437.6171129578331,8.68950229182133,37.19579903588877,1.779264892809104,1.0,1,Atenção
ENEV3.SA,ENEVA       ON      NM,2025-06-30,53385056000.0,32426636000.0,19495012000.0,2995425000.0,17963927000.0,1662092000.0,3513980000.0,1338522000.0,364475000.0,1790488000.0,-2.1867688235031046,1.8669198210905513,-17.617823488432794,-20.562099812910695,-5.179702641882489,8.819316181033287,10.372142129437275,50.953278049391294,1.6633298815102038,2.0,1,Atenção
ENEV3.SA,ENEVA       ON      NM,2025-09-30,54448940000.0,33131151000.0,19852577000.0,2516524000.0,18513943000.0,1395702000.0,4428021000.0,1372443000.0,351721000.0,1839430000.0,1.9928498342307588,1.8341358292059518,-15.987747982339739,26.011559542171558,-3.4992797859935476,2.733444736853863,7.943074344046696,41.540679233454405,1.668858959720947,3.0,1,Atenção
ENEV3.SA,ENEVA       ON      NM,2025-12-31,56840479000.0,35434137000.0,19822386000.0,2148312000.0,18565821000.0,1479951000.0,6050499000.0,1372047000.0,56994000.0,1255131000.0,4.392259977880197,-0.15207597482180812,-14.631769853973175,36.641154140867904,-83.79567896144955,-31.765220747731636,0.9419718935578701,20.744255969631595,1.7875818279393814,3.0,1,Atenção
EQTL3.SA,EQUATORIAL  ON      NM,2025-03-31,115721235000.0,84988826000.0,26783979000.0,1560654000.0,46487673000.0,7962921000.0,10767181000.0,2548824000.0,556168000.0,2662826000.0,,,,,,,5.165400303013389,24.73094861134033,3.1731217381853534,1.0,1,Atenção
EQTL3.SA,EQUATORIAL  ON      NM,2025-06-30,116701444000.0,84589141000.0,27995081000.0,2114164000.0,47559310000.0,7564854000.0,12122780000.0,2711830000.0,1073601000.0,3677519000.0,0.8470433278732203,4.521740403096941,35.46654159089715,12.590101345932613,93.03537779951381,38.10586947851644,8.85606271828739,30.335607839126013,3.0215715753778314,2.0,1,Atenção
EQTL3.SA,EQUATORIAL  ON      NM,2025-09-30,126167097000.0,93370595000.0,28549056000.0,4861502000.0,54974600000.0,7432313000.0,13403446000.0,2745024000.0,468901000.0,2971601000.0,8.11099903785253,1.9788297808461364,129.9491430182332,10.56412803003932,-56.32446318511253,-19.195495658893947,3.498361540756011,22.17042542641646,3.270531782206739,3.0,2,Saudável
EQTL3.SA,EQUATORIAL  ON      NM,2025-12-31,109603944000.0,81275997000.0,25751539000.0,2659827000.0,50058278000.0,4426421000.0,12634349000.0,2475896000.0,-420318000.0,954332000.0,-13.127949674549455,-9.798982495253084,-45.28795833057355,-5.738054228740874,-189.63896430163297,-67.88492129326919,-3.3267879492643426,7.553471888421003,3.156160763828523,2.0,0,Risco
EQTL3.SA,EQUATORIAL  ON      NM,2026-03-31,111791967000.0,83592644000.0,25686474000.0,5667914000.0,52158282000.0,4696470000.0,11982832000.0,2687907000.0,424465000.0,2886302000.0,1.9962995127255745,-0.25266451065313333,113.0933327618676,-5.1567120711957575,-200.98663392954856,202.44212705850794,3.5422761497449016,24.086977101907127,3.2543448353401874,2.0,1,Atenção
ESPA3.SA,ESPACOLASER ON      NM,2025-03-31,2295822000.0,1427880000.0,867856000.0,209191000.0,602648000.0,190872000.0,279360000.0,101425000.0,12257000.0,78218000.0,,,,,,,4.387528636884307,27.998997709049256,1.645295993805424,1.0,1,Atenção
ESPA3.SA,ESPACOLASER ON      NM,2025-06-30,2227081000.0,1355772000.0,871729000.0,183354000.0,560693000.0,201368000.0,259218000.0,85333000.0,2584000.0,75709000.0,-2.994178120080737,0.4462721926218105,-12.350913758240079,-7.21005154639175,-78.91816920943134,-3.2077015520724173,0.9968443549444869,29.206690893379317,1.5552677494955427,2.0,1,Atenção
ESPA3.SA,ESPACOLASER ON      NM,2025-09-30,2252060000.0,1388815000.0,864732000.0,240204000.0,587482000.0,211786000.0,266026000.0,85860000.0,-7968000.0,62395000.0,1.1216026718381622,-0.802657706695542,31.00559573284467,2.6263608237082403,-408.359133126935,-17.585755986738693,-2.995195958289791,23.45447437468518,1.6060640753435746,2.0,0,Risco
ESPA3.SA,ESPACOLASER ON      NM,2025-12-31,2207516000.0,1351509000.0,858551000.0,145317000.0,651137000.0,55951000.0,288381000.0,100117000.0,8803000.0,76957000.0,-1.9779224354590896,-0.7147879342964014,-39.50267272818104,8.403313961793213,-210.4794176706827,23.33840852632423,3.0525589411230283,26.68587736362659,1.5741743938333308,2.0,1,Atenção
ESPA3.SA,ESPACOLASER ON      NM,2026-03-31,2235380000.0,1369008000.0,869363000.0,172031000.0,646170000.0,76871000.0,288146000.0,106629000.0,12511000.0,77909000.0,1.2622332069167408,1.2593311288438214,18.383258668978854,-0.08148941851231495,42.12200386231966,1.2370544589835886,4.3418961221047665,27.038029332352348,1.5747254023923263,2.0,1,Atenção
EVEN3.SA,EVEN        ON      NM,2025-03-31,5148045000.0,2962905000.0,1885179000.0,589000.0,851923000.0,261160000.0,337321000.0,78762000.0,53907000.0,84860000.0,,,,,,,15.980920251036846,25.157046255643735,1.571683643834352,1.0,1,Atenção
EVEN3.SA,EVEN        ON      NM,2025-06-30,5127147000.0,2949033000.0,1896158000.0,4766000.0,979403000.0,146326000.0,569753000.0,110134000.0,48875000.0,83246000.0,-0.40594050751304733,0.5823850148977794,709.1680814940578,68.90528606283036,-9.334594765058347,-1.9019561630921555,8.57827865759373,14.610892790384606,1.5552675462698784,2.0,1,Atenção
EVEN3.SA,EVEN        ON      NM,2025-09-30,5008874000.0,2735959000.0,1980739000.0,8157000.0,1021173000.0,89591000.0,528822000.0,174270000.0,90039000.0,127924000.0,-2.3067994734693564,4.4606514857939095,71.14981116240034,-7.183990255426476,84.2230179028133,53.66984599860653,17.026334002745724,24.190370294730553,1.3812819356815815,3.0,2,Saudável
EVEN3.SA,EVEN        ON      NM,2025-12-31,5215835000.0,3021079000.0,1880417000.0,11034000.0,1269564000.0,221346000.0,484361000.0,157477000.0,44871000.0,94792000.0,4.13188672743614,-5.064877300845794,35.27031997057741,-8.407554905053116,-50.164928530969924,-25.89975297833088,9.263958080852918,19.570526941681926,1.60660055721683,3.0,2,Saudável
EVEN3.SA,EVEN        ON      NM,2026-03-31,5290858000.0,2985354000.0,1927510000.0,1141000.0,1236426000.0,258981000.0,330192000.0,84548000.0,32509000.0,60835000.0,1.4383698870842343,2.5043913132033913,-89.65923509153525,-31.829358680818643,-27.550088030130816,-35.822643261034685,9.845483839705384,18.424128991616996,1.5488137545330505,3.0,1,Atenção
EZTC3.SA,EZTEC       ON  ED  NM,2025-03-31,6960771000.0,1977886000.0,4898437000.0,59163000.0,1460190000.0,118200000.0,311247000.0,123329000.0,94099000.0,121807000.0,,,,,,,30.23290184323062,39.135156322791865,0.4037790013426732,1.0,1,Atenção
EZTC3.SA,EZTEC       ON  ED  NM,2025-06-30,7031122000.0,1927803000.0,5015996000.0,47650000.0,1470129000.0,64716000.0,449254000.0,182983000.0,139907000.0,189133000.0,1.0106782711283069,2.3999287936131486,-19.459797508577992,44.34002576731664,48.680644852761446,55.272685477846096,31.14207107783125,42.09934691733407,0.38433104811088364,2.0,2,Saudável
EZTC3.SA,EZTEC       ON  ED  NM,2025-09-30,7008353000.0,1787802000.0,5132994000.0,72150000.0,1139425000.0,262237000.0,469356000.0,209678000.0,183453000.0,223340000.0,-0.3238316729534785,2.332497872805317,51.41657922350473,4.474528885663798,31.12496158162208,18.086214462838313,39.08610947766727,47.58434961947861,0.34829614061500946,3.0,2,Saudável
EZTC3.SA,EZTEC       ON  ED  NM,2025-12-31,7196637000.0,2076740000.0,5030546000.0,66575000.0,1557190000.0,152248000.0,268965000.0,109167000.0,117553000.0,169926000.0,2.686565588234502,-1.9958721946684577,-7.726957726957728,-42.69488405389512,-35.922007271617254,-23.916002507387834,43.7056866134999,63.17773688026323,0.41282596362303414,3.0,2,Saudável
EZTC3.SA,EZTEC       ON  ED  NM,2026-03-31,7339974000.0,2100522000.0,5150245000.0,42563000.0,1593031000.0,124717000.0,322518000.0,124959000.0,119699000.0,168747000.0,1.9917219668019959,2.379443503746903,-36.067592940292904,19.910769059171262,1.825559534848109,-0.6938314325059092,37.11389751889817,52.32173088013692,0.40784894699184215,3.0,2,Saudável
FESA4.SA,FERBASA     PN      N1,2025-03-31,4334562000.0,969541000.0,3363440000.0,447285000.0,153198000.0,69053000.0,549849000.0,74283000.0,24183000.0,99075000.0,,,,,,,4.398116573822995,18.018583283774273,0.288258746997122,1.0,1,Atenção
FESA4.SA,FERBASA     PN      N1,2025-06-30,4276434000.0,905522000.0,3369258000.0,390550000.0,146672000.0,61781000.0,639441000.0,88118000.0,18616000.0,108327000.0,-1.3410351495722006,0.17297766572319517,-12.684306426551306,16.293927969315213,-23.02030351900095,9.338380015140046,2.911292832333241,16.940890559097713,0.2687600652725318,2.0,1,Atenção
FESA4.SA,FERBASA     PN      N1,2025-09-30,4231635000.0,842085000.0,3387880000.0,357038000.0,140164000.0,55601000.0,542568000.0,120638000.0,45881000.0,92761000.0,-1.0475784263243582,0.5527032955030542,-8.58071949814364,-15.149638512388163,146.46003437902883,-14.369455445087564,8.456267232862977,17.096658851978,0.24855809532805176,3.0,2,Saudável
FESA4.SA,FERBASA     PN      N1,2025-12-31,4459480000.0,1173440000.0,3284363000.0,372724000.0,332621000.0,60818000.0,602596000.0,128107000.0,99698000.0,100254000.0,5.3843254439477795,-3.0555096402470006,4.3933698934007115,11.063682340278081,117.29692029380354,8.07774819158913,16.544749716227788,16.637017172367557,0.35728084867598375,3.0,2,Saudável
FESA4.SA,FERBASA     PN      N1,2026-03-31,4417895000.0,1134303000.0,3281842000.0,364597000.0,319241000.0,62579000.0,506372000.0,47726000.0,-2521000.0,60993000.0,-0.9325078260245534,-0.07675765437620274,-2.1804337794185558,-15.968244064016357,-102.52863648217615,-39.16152971452511,-0.497855331653409,12.045097280260363,0.3456299846244883,2.0,0,Risco
FIQE3.SA,UNIFIQUE    ON      NM,2025-03-31,2320127000.0,1100047000.0,1220080000.0,419339000.0,460879000.0,149808000.0,269713000.0,138188000.0,36978000.0,144130000.0,,,,,,,13.710128914809447,53.438284398601475,0.9016187463117172,1.0,1,Atenção
FIQE3.SA,UNIFIQUE    ON      NM,2025-06-30,2304204000.0,1038627000.0,1265577000.0,317212000.0,439457000.0,151370000.0,286142000.0,144918000.0,45168000.0,155273000.0,-0.6862986379624902,3.7290177693265925,-24.354281380935237,6.09128963008827,22.148304397209163,7.731214875459647,15.785169601107144,54.26431631847125,0.8206746804026938,2.0,2,Saudável
FIQE3.SA,UNIFIQUE    ON      NM,2025-09-30,2364537000.0,1094436000.0,1270411000.0,270173000.0,439434000.0,161158000.0,306218000.0,161581000.0,64679000.0,165085000.0,2.6183879552331257,0.3819601652052862,-14.828884153184617,7.016096902936297,43.19651080410911,6.3191926477880855,21.12188049036961,53.9109392654906,0.8614818354060222,3.0,2,Saudável
FIQE3.SA,UNIFIQUE    ON      NM,2025-12-31,2495168000.0,1379178000.0,1117763000.0,212960000.0,395828000.0,189926000.0,323507000.0,167980000.0,62197000.0,176032000.0,5.524591072163387,-12.0156390333522,-21.17643139766002,5.64597770215991,-3.837412452264255,6.631129418178516,19.22585910042132,54.41366029174021,1.2338733702940605,3.0,2,Saudável
FIQE3.SA,UNIFIQUE    ON      NM,2026-03-31,3033954000.0,1865782000.0,1168801000.0,662658000.0,872398000.0,203117000.0,329069000.0,164530000.0,50887000.0,175808000.0,21.593175289198975,4.5660842235786925,211.16547708489855,1.719282735767691,-18.184156792128235,-0.12724959098345812,15.463930057222042,53.42587724762892,1.5963213583835059,3.0,2,Saudável
FLRY3.SA,FLEURY      ON      NM,2025-03-31,13270727000.0,7950504000.0,5226804000.0,7536000.0,3898373000.0,622450000.0,2015073000.0,572118000.0,179286000.0,603651000.0,,,,,,,8.897245906227715,29.956780722087984,1.5211023791976894,1.0,1,Atenção
FLRY3.SA,FLEURY      ON      NM,2025-06-30,13072446000.0,7601926000.0,5379103000.0,7432000.0,3898370000.0,528918000.0,2024533000.0,527978000.0,152299000.0,585238000.0,-1.4941231177463044,2.9138073667962283,-1.3800424628450103,0.4694619003877243,-15.052485972133912,-3.0502724256234126,7.522673130050239,28.9073085002813,1.4132330241677842,2.0,1,Atenção
FLRY3.SA,FLEURY      ON      NM,2025-09-30,13584226000.0,8101554000.0,5395011000.0,11689000.0,3898368000.0,672125000.0,2190979000.0,615850000.0,184917000.0,657786000.0,3.914952106132241,0.29573704017193947,57.27933261571583,8.221451564385474,21.41708087380745,12.396324230484002,8.439925713573704,30.022469407511437,1.5016751587716874,3.0,2,Saudável
